Restaurant ID,Order ID,Order Time,Order Status,Item Name,Customizations,Special Instructions,Item Price,Order Price
f3c36bae-15aa-4766-99b7-6164730a5864,b66f31d5-5ca8-4634-9b22-3e0ef9ab981b,,COMPLETED,,,,,
f3c36bae-15aa-4766-99b7-6164730a5864,b66f31d5-5ca8-4634-9b22-3e0ef9ab981b,,COMPLETED,,,,,
f3c36bae-15aa-4766-99b7-6164730a5864,b66f31d5-5ca8-4634-9b22-3e0ef9ab981b,,COMPLETED,,,,,
c7ca32fd-d6d2-4e68-8279-a590ddd6181f,7d836e8e-d021-4dda-8f70-fa531b5f995e,,COMPLETED,,,,,
c7ca32fd-d6d2-4e68-8279-a590ddd6181f,7d836e8e-d021-4dda-8f70-fa531b5f995e,,COMPLETED,,,,,
22b69cc3-1f14-4927-aafc-bb8c686fccbe,2c767b33-dc03-4d1d-8096-987850aa60f5,,COMPLETED,,,,,
22b69cc3-1f14-4927-aafc-bb8c686fccbe,2c767b33-dc03-4d1d-8096-987850aa60f5,,COMPLETED,,,,,
31c7f3c1-ba12-4594-bdbe-f358d419999a,e3779892-cbc4-477e-9c43-68f9eaa12ea0,,COMPLETED,,,,,
31c7f3c1-ba12-4594-bdbe-f358d419999a,e3779892-cbc4-477e-9c43-68f9eaa12ea0,,COMPLETED,,,,,
31c7f3c1-ba12-4594-bdbe-f358d419999a,e3779892-cbc4-477e-9c43-68f9eaa12ea0,,COMPLETED,,,,,
f3c36bae-15aa-4766-99b7-6164730a5864,cf4c4a36-c661-45db-8103-07a6d039a8ad,,COMPLETED,,,,,
f3c36bae-15aa-4766-99b7-6164730a5864,cf4c4a36-c661-45db-8103-07a6d039a8ad,,COMPLETED,,,,,
257b11fc-5a49-438f-8c1e-d0e008269e6e,144bf4c5-737b-414c-96e8-a8cdd5067f13,,COMPLETED,,,,,
257b11fc-5a49-438f-8c1e-d0e008269e6e,144bf4c5-737b-414c-96e8-a8cdd5067f13,,COMPLETED,,,,,
257b11fc-5a49-438f-8c1e-d0e008269e6e,144bf4c5-737b-414c-96e8-a8cdd5067f13,,COMPLETED,,,,,
257b11fc-5a49-438f-8c1e-d0e008269e6e,144bf4c5-737b-414c-96e8-a8cdd5067f13,,COMPLETED,,,,,
257b11fc-5a49-438f-8c1e-d0e008269e6e,144bf4c5-737b-414c-96e8-a8cdd5067f13,,COMPLETED,,,,,
9e50cefb-7e20-4a1b-9a68-739858eea704,cba43999-30e3-49b8-bad3-ec8746afbd47,,COMPLETED,,,,,
9e50cefb-7e20-4a1b-9a68-739858eea704,cba43999-30e3-49b8-bad3-ec8746afbd47,,COMPLETED,,,,,
e8ea89ed-a4db-4197-b796-f1fea2bbacb8,b933eb2f-ea88-445e-bb64-eea32e9fd7cd,,COMPLETED,,,,,
e8ea89ed-a4db-4197-b796-f1fea2bbacb8,b933eb2f-ea88-445e-bb64-eea32e9fd7cd,,COMPLETED,,,,,
a90c3670-7c95-4a86-9854-86cda84287a0,a3433db6-6332-4e09-b0df-5f36954d70a0,,COMPLETED,,,,,
a90c3670-7c95-4a86-9854-86cda84287a0,a3433db6-6332-4e09-b0df-5f36954d70a0,,COMPLETED,,,,,
d780d26f-0e87-5859-9a2b-a8ef9be4e8ab,1314d588-17a6-4e9e-b0eb-1506064ebb15,,COMPLETED,,,,,
d780d26f-0e87-5859-9a2b-a8ef9be4e8ab,1314d588-17a6-4e9e-b0eb-1506064ebb15,,COMPLETED,,,,,
59ccfe49-71d4-4f51-abbf-1d0415ba3f96,159f5ad2-d370-44ab-8a07-fda2fe7b2f91,,COMPLETED,,,,,
59ccfe49-71d4-4f51-abbf-1d0415ba3f96,159f5ad2-d370-44ab-8a07-fda2fe7b2f91,,COMPLETED,,,,,
f3c36bae-15aa-4766-99b7-6164730a5864,4b4f8f74-aaf7-4f1c-846c-3599caa7f226,,COMPLETED,,,,,
f3c36bae-15aa-4766-99b7-6164730a5864,4b4f8f74-aaf7-4f1c-846c-3599caa7f226,,COMPLETED,,,,,
